name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value,ds_id,ds_qid
"White, Alfred Tredway, 1846-1921",former owner,,,human,Alfred Tredway White,Q16037924,DSNAME5405,Q41850
"White, George Robert, 1847-1922",former owner,,,human,George Robert White,Q5543940,DSNAME4285,Q40730
"White, Henry",former owner,,,human,Henry White,Q108945762,DSNAME2744,Q20066
"White, Henry, 1821 or 1822-1900",former owner,,http://id.loc.gov/authorities/names/no2015074561,human,Henry White,Q108945762,DSNAME2744,Q20066
"White, Henry, 1821 or 1822-1900",former owner,,,human,Henry White,Q108945762,DSNAME2744,Q20066
"White, William Augustus, 1821-1898",former owner,,http://id.loc.gov/authorities/names/no2015105674,human,William Augustus White,Q114919047,DSNAME5406,Q41851
"White, William Augustus, 1843-1927",former owner,,http://id.loc.gov/authorities/names/nr92006281,human,William Augustus White,Q94643285,DSNAME5407,Q41852
"White, William Augustus, 1843-1927",former owner,,,human,William Augustus White,Q94643285,DSNAME5407,Q41852
"Whitney, Geffrey, 1548?-1601",author,,,human,Geoffrey Whitney,Q5534971,DSNAME4272,Q40717
"Whitney, Joseph",former owner,,,human,Joseph Whitney,Q123274822,DSNAME2408,Q16707
"Wichfeld, Josephine Widener",former owner,,,human,Josephine Widener Wichfield,Q122873543,DSNAME3037,Q20524
"Wichfield, Josephine Widener",former owner,,,human,Josephine Widener Wichfield,Q122873543,DSNAME3037,Q20524
"Widener, Joseph E. (Joseph Early)",former owner,,,human,Joseph E. Widener,Q4468398,DSNAME3036,Q20523
"Widener, Joseph E. (Joseph Early), 1872-1943",former owner,,,human,Joseph E. Widener,Q4468398,DSNAME3036,Q20523
"Widener, P.A.B. (Peter Arrell Brown)",former owner,,,human,Peter Arrell Brown Widener,Q7172565,DSNAME3043,Q20530
"Widener, P.A.B. (Peter Arrell Brown), 1834-1915",former owner,,,human,Peter Arrell Brown Widener,Q7172565,DSNAME3043,Q20530
"Widener, Peter Arrell Brown, 1895-1948",former owner,,,human,Peter Arrell Brown Widener II,Q27886487,DSNAME3038,Q20525
"Wigan, John Alfred, -1869",former owner,,,human,John Alfred Wigan,Q76213074,DSNAME5408,Q41853
Wigand Gerstenberger,author,,,human,Wigand Gerstenberg,Q2569735,DSNAME5409,Q41854
"Wigg, Johannes",former owner,,,human,Johannes Wigg,Q116649908,DSNAME1507,Q7872
"Wiggins, Annie L",former owner,,,human,Annie L. Wiggins,Q123006917,DSNAME2117,Q12924
"Wijk, W. E. van (Walter Emile), 1887-",former owner,,,human,Walter van Wijk,Q1967335,DSNAME2440,Q17649
"Wilczek, Johann Nepomuk, Graf von",former owner,,http://id.loc.gov/authorities/names/n84192031,human,Count Johann Nepomuk Wilczek,Q79101,DSNAME854,Q3255
"Wilczek, Johann Nepomuk, Graf von",former owner,,,human,Count Johann Nepomuk Wilczek,Q79101,DSNAME854,Q3255
"Wilde, Ricardo Enrico de",former owner,,,human,Ricardo Enrico de Wilde,Q131856744,DSNAME8018,Q68628
"Wilde, Richard Henry, 1789-1847",former owner,,,human,Richard Henry Wilde,Q1693934,DSNAME8029,Q68639
"Wilde, William C. K. 1852-1899",former owner,,,human,Willie Wilde,Q1606342,DSNAME8027,Q68637
"Wilde, William Cumming, 1823-1861",former owner,,,human,William Cumming Wilde,Q131822034,DSNAME8030,Q68640
"Wilhelm IV, Landgrave of Hesse",author,,,human,"William IV, Landgrave of Hesse-Kassel",Q696040,DSNAME1321,Q7069
"Wilhelm IV, Landgrave of Hesse, 1532-1592",author,,http://id.loc.gov/authorities/names/n78041557,human,"William IV, Landgrave of Hesse-Kassel",Q696040,DSNAME1321,Q7069
"Wilhelm IV, Landgrave of Hesse, 1532-1592",author,,,human,"William IV, Landgrave of Hesse-Kassel",Q696040,DSNAME1321,Q7069
Willem Gilliszoon van Wissekerke (Guilelmus Aegidii de Zelandia),author,,,human,Willem Gilliszoon,Q41569797,DSNAME5410,Q41855
"Willem Vrelant, similar to",artist,,,human,Willem Vrelant,Q363720,DSNAME595,Q1830
"William, de Brailes, active 13th century",artist,,,human,William de Brailes,Q8020766,DSNAME450,Q1614
"William, de Montibus, approximately 1140-1213",author,,,human,William de Montibus,Q18535021,DSNAME1214,Q6093
"William, de Wadington, active 13th century",author,,http://id.loc.gov/authorities/names/n82104328,human,William of Waddington,Q3568227,DSNAME5411,Q41856
"William, of Conches, 1080-approximately 1150",author,,,human,William of Conches,Q615260,DSNAME777,Q3178
"William, of Conches, 1080-approximately 1150",author,,http://id.loc.gov/authorities/names/n83217766,human,William of Conches,Q615260,DSNAME777,Q3178
"William, of Malmesbury, approximately 1090-1143",author,,http://viaf.org/viaf/205295992/,human,William of Malmesbury,Q345524,DSNAME3010,Q12932
"William, of Ockham, approximately 1285-approximately 1349",author,,,human,William of Ockham,Q43936,DSNAME1523,Q7888
"William, of Ockham, approximately 1285-approximately 1349",author,,http://id.loc.gov/authorities/names/n79081704,human,William of Ockham,Q43936,DSNAME1523,Q7888
"William, of Pagula, approximately 1290-1332",author,,http://id.loc.gov/authorities/names/n85821966,human,William of Pagula,Q8020898,DSNAME1485,Q7646
"William, of Pagula, approximately 1290-1332",author,,,human,William of Pagula,Q8020898,DSNAME1485,Q7646
"William, of Saint-Thierry, Abbot of Saint-Thierry, approximately 1085-1148",author,,http://viaf.org/viaf/5724165,human,William of St-Thierry,Q1628129,DSNAME2761,Q20082
"William, of Saint-Thierry, Abbot of Saint-Thierry, approximately 1085-1148?",author,,http://viaf.org/viaf/5724165,human,William of St-Thierry,Q1628129,DSNAME2761,Q20082
"William, of Tyre, Archbishop of Tyre, ca. 1130-ca. 1190",author,,,human,William of Tyre,Q311822,DSNAME6957,Q55366
"William, son of Richard of Normanton",author,,,human,William Normanton,Q21554505,DSNAME5412,Q41857
William Bagshaw,author,,,human,William Bagshaw,Q8004926,DSNAME5413,Q41858
William Bishop of Achaden,author,,,human,William Bishop of Achaden,Q131623270,DSNAME7239,Q67485
"William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931)",former owner,,,human;human;human;human,William Bragge;John Ruskin;Lawrence Hilliard;William Keeney Bixby,Q15453218;Q179126;Q98594645;Q24900668,DSNAME615;DSNAME463;DSNAME8517;DSNAME502,Q1850;Q1627;Q75935;Q1666
"William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931);",former owner,,,human;human;human;human,William Bragge;John Ruskin;Lawrence Hilliard;William Keeney Bixby,Q15453218;Q179126;Q98594645;Q24900668,DSNAME615;DSNAME463;DSNAME8517;DSNAME502,Q1850;Q1627;Q75935;Q1666
"William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931); his sale, Anderson, New York, 29 March 1916, lot 743",former owner,,,human;organization;human;human,William Bragge;Bernard Quaritch Ltd;John Ruskin;William Keeney Bixby,Q15453218;Q65034936;Q179126;Q24900668,DSNAME615;DSNAME279;DSNAME463;DSNAME502,Q1850;Q892;Q1627;Q1666
"William Bragge (1823-1884); his sale, Sotheby’s, 7 June 1876, lot 237, to Quaritch (his cat. 31, June 1876, no. 87); John Ruskin (1819-1900), inscribed by him to Lawrence Hilliard, Brantwood, 25 January 1881; William K. Bixby (1857-1931); his sale, Anderson, New York, 29 March 1916, lot 743,",former owner,,,human;organization;human;human,William Bragge;Bernard Quaritch Ltd;John Ruskin;William Keeney Bixby,Q15453218;Q65034936;Q179126;Q24900668,DSNAME615;DSNAME279;DSNAME463;DSNAME502,Q1850;Q892;Q1627;Q1666
William Chmurny,former owner,,,human,William Chmurny,Q125930898,DSNAME5876,Q42349
William de Brailes,artist,,,human,William de Brailes,Q8020766,DSNAME450,Q1614
William de Brailes (Illuminator),artist,,,human,William de Brailes,Q8020766,DSNAME450,Q1614
William de Montibus,author,,,human,William de Montibus,Q18535021,DSNAME1214,Q6093
William de Rothwell,author,,,human,William Rothwell,Q115182672,DSNAME1462,Q7623
William Durand,author,,,human,Guillaume Durand,Q2329414,DSNAME1502,Q7868
William Durandus,author,,,human,Guillaume Durand,Q2329414,DSNAME1502,Q7868
William Durantis,author,,,human,Guillaume Durand,Q2329414,DSNAME1502,Q7868
"William G. Kelso, New York, bought from Lathrop Harper, 1930, with his notes inside front cover, dated June 1932; Sir Percival Victor David (1892-1964), of Friar Park, Henley, by 1938; W. E. D. Allen (1901-1973), of Cappagh, Co. Waterford; acquired by the Lilly Library with his collection in 1976",former owner,,,human;human;human,"William G. Kelso;Sir Percival David, 2nd Baronet;William Edward David Allen",Q116809568;Q7528445;Q15491084,DSNAME602;DSNAME603;DSNAME604,Q1837;Q1838;Q1839
"William G. Kelso, New York, bought from Lathrop Harper, 1930, with his notes inside front cover, dated June 1932; Sir Percival Victor David (1892-1964), of Friar Park, Henley, by 1938; W. E. D. Allen (1901-1973), of Cappagh, Co. Waterford; acquired by the Lilly Library with his collection in 1976.",former owner,,,human;human;human,"William G. Kelso;Sir Percival David, 2nd Baronet;William Edward David Allen",Q116809568;Q7528445;Q15491084,DSNAME602;DSNAME603;DSNAME604,Q1837;Q1838;Q1839
"William H. Allen, Bookseller",former owner,,,organization,W. H. Allen & Co.,Q28803186,DSNAME2365,Q16666
"William H. Robinson, Ltd",former owner,,,organization,William H. Robinson Ltd.,Q116786331,DSNAME430,Q1594
"William Harris Arnold (1854-1924), with his bookplate; his sale, Anderson, New York, 10 November 1924, lot 601; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961",former owner,,,human;human,William Harris Arnold;Coella Lindsay Ricketts,Q109854300;Q116771179,DSNAME498;DSNAME363,Q1662;Q1527
"William Harris Arnold (1854-1924), with his bookplate; his sale, Anderson, New York, 10 November 1924, lot 601; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,William Harris Arnold;Coella Lindsay Ricketts,Q109854300;Q116771179,DSNAME498;DSNAME363,Q1662;Q1527
William Herbert,former owner,,,human,William Herbert,Q8012237,DSNAME4421,Q40866
William Heytesbury,author,,,human,William of Heytesbury,Q1856133,DSNAME5414,Q41859
William IV of England,former owner,,,human,William IV,Q130822,DSNAME5877,Q42350
William J. Rich,former owner,,,human,William J. Rich,Q125930899,DSNAME5878,Q42351
William L. Clements,former owner,,,human,William L. Clements,Q23765935,DSNAME5879,Q42352
William Langland,author,,,human,William Langland,Q467672,DSNAME4648,Q41093
William Lichfield,author,,,human,William Lichefeld,Q18593613,DSNAME5415,Q41860
William Lymnor of Sharrington,former owner,,,human,William Lymnor of Sharrington,Q122873544,DSNAME2999,Q20309
William Lyndwood,author,,,human,William Lyndwood,Q8014815,DSNAME4371,Q40816
William Nichol,other,,,human,William Nichol,Q117324284,DSNAME5416,Q41861
William of Auvergne,author,,,human,William of Auvergne,Q1347826,DSNAME4378,Q40823
William of Auxerre,author,,,human,William of Auxerre,Q931898,DSNAME1472,Q7633
William of Conches (Guilelmus de Conchis),author,,,human,William of Conches,Q615260,DSNAME777,Q3178
William of Heytesbury,author,,,human,William of Heytesbury,Q1856133,DSNAME5414,Q41859
William of Heytesbury?,author,,,human,William of Heytesbury,Q1856133,DSNAME5414,Q41859
William of Malmesbury,author,,,human,William of Malmesbury,Q345524,DSNAME3010,Q12932
William of Melitona,author,,,human,William of Melitona,Q8020890,DSNAME5417,Q41862
William of Melitona.,author,,,human,William of Melitona,Q8020890,DSNAME5417,Q41862
William of Moerbeke,other,,,human,William of Moerbeke,Q538267,DSNAME454,Q1618
"William of Moerbeke, translator",other,,,human,William of Moerbeke,Q538267,DSNAME454,Q1618
"William of Moerbeke, translator?",other,,,human,William of Moerbeke,Q538267,DSNAME454,Q1618
William of Ockham,author,,,human,William of Ockham,Q43936,DSNAME1523,Q7888
William of Ockham ca. 1285-ca. 1349,author,,,human,William of Ockham,Q43936,DSNAME1523,Q7888
William of Ockham ca. 1285-ca. 1349.,author,,,human,William of Ockham,Q43936,DSNAME1523,Q7888
"William of Saint-Thierry, Abbot of Saint-Thierry ca. 1085-1148",author,,,human,William of St-Thierry,Q1628129,DSNAME2761,Q20082
"William of Saint-Thierry, Abbot of Saint-Thierry ca. 1085-1148?",author,,,human,William of St-Thierry,Q1628129,DSNAME2761,Q20082
"William of Waddington, attributed to",author,,,human,William of Waddington,Q3568227,DSNAME5411,Q41856
William Peraldus,author,,,human,William Perault,Q8016774,DSNAME1161,Q5152
William Poul of Pagula,author,,,human,William of Pagula,Q8020898,DSNAME1485,Q7646
William Ralph Inge (1860-1954),former owner,,,human,William Ralph Inge,Q5823132,DSNAME8573,Q76687
William Redman,other,,,human,William Redman,Q8017426,DSNAME5418,Q41863
"Williams, Edward H.",former owner,,,human,Edward H. Williams,Q15995588,DSNAME8102,Q68806
"Williams, John Camp, 1859?-1929",former owner,,http://id.loc.gov/authorities/names/nr97034499,human,John Camp Williams,Q111383985,DSNAME1583,Q8074
"Williams, John Camp, 1859?-1929",former owner,,,human,John Camp Williams,Q111383985,DSNAME1583,Q8074
"Williams, Robert, 1936-",former owner,,,human,Robert Williams,Q131623277,DSNAME7245,Q67491
"Williams, Talcott, 1849-1928",former owner,,,human,Talcott Williams,Q7679087,DSNAME5419,Q41864
"Williams, Theodore",former owner,,,human,Theodore Williams,Q96075278,DSNAME1723,Q10863
"Williams, Theodore, 1785-1875",former owner,,,human,Theodore Williams,Q96075278,DSNAME1723,Q10863
"Williams, Theodore, Rev",former owner,,,human,Theodore Williams,Q96075278,DSNAME1723,Q10863
William Salloch (Firm),former owner,,,organization,William Salloch (Firm),Q120442757,DSNAME2334,Q16635
William Skrene,other,,,human,William Skrene,Q17479488,DSNAME5420,Q41865
William Targ,former owner,,,human,William Targ,Q8019178,DSNAME2492,Q17701
William Trench,former owner,,,human,William Trench,Q125930900,DSNAME5880,Q42353
"William Young Ottley (1771-1836) probably; John Rushout, second Baron Northwick (1770-1859); Northwick Park sale, Sotheby’s, 21 May 1928, part of lot 14; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961",former owner,,,human;human;human,"William Young Ottley;John Rushout, 2nd Baron Northwick;Coella Lindsay Ricketts",Q8020693;Q6255944;Q116771179,DSNAME500;DSNAME501;DSNAME363,Q1664;Q1665;Q1527
"William Young Ottley (1771-1836) probably; John Rushout, second Baron Northwick (1770-1859); Northwick Park sale, Sotheby’s, 21 May 1928, part of lot 14; C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,"William Young Ottley;John Rushout, 2nd Baron Northwick;Coella Lindsay Ricketts",Q8020693;Q6255944;Q116771179,DSNAME500;DSNAME501;DSNAME363,Q1664;Q1665;Q1527
"Wills, Howel",former owner,,,human,Howel Wills,Q120869152,DSNAME3060,Q20547
"Wills, Howell",former owner,,,human,Howell Wills,Q124380448,DSNAME5421,Q41866
"Willson, Robert Wheeler, 1853-1922",former owner,,,human,Robert Wheeler Willson,Q40799436,DSNAME5422,Q41867
"Wilson, Frederick Collins",former owner,,,human,Rev. Frederick Collins Wilson,Q124566976,DSNAME5423,Q41868
"Wilson, George Holt",former owner,,,human,George Rowland Holt Wilson,Q124566977,DSNAME5424,Q41869
"Wimpheling, Jakob, 1450-1528",author,,,human,Jakob Wimpfeling,Q71848,DSNAME7372,Q67618
"Winans, Ross, 1850-1912",former owner,,http://id.loc.gov/authorities/names/no2018110064,human,Ross Winans,Q124380449,DSNAME5425,Q41870
"Windus, Thomas, 1778-1854",former owner,,,human,Thomas Windus,Q109859298,DSNAME5426,Q41871
"Winestine, Norman, 1895-1986",former owner,,,human,Norman Winestine,Q133849457,DSNAME8613,Q76730
"Wing, C. W. (Charles William), active 1826-1860",artist,,,human,Charles William Wing,Q115182706,DSNAME2865,Q20182
"Wing, C. W. (Charles William) fl. 1826-1860",author,,,human,Charles William Wing,Q115182706,DSNAME2865,Q20182
"Wing, C. W. (Charles William) fl. 1826-1860.",author,,,human,Charles William Wing,Q115182706,DSNAME2865,Q20182
"Wing, C. W. active 1826-1860",artist,,http://id.loc.gov/authorities/names/nr00014467,human,Charles William Wing,Q115182706,DSNAME2865,Q20182
Winifred A. Myers (Autographs) Ltd,former owner,,,organization,Winifred A. Myers Autographs Ltd,Q125716633,DSNAME2228,Q1658
"Winsor, Jacob",former owner,,,human,Jacob Winsor,Q116649701,DSNAME751,Q2861
"Winter, George",former owner,,,human,George Winter,Q131863661,DSNAME8118,Q68822
"Winthrop, Robert C",former owner,,,human,Robert Charles Winthrop,Q1375119,DSNAME5427,Q41872
"Wisser, Catharine",former owner,,,human,Catharine Wisser,Q124566978,DSNAME5428,Q41873
"Witten, Laurence C",former owner,,,human,Laurence Claiborne Witten II,Q6500535,DSNAME575,Q1810
"Wix, Edward",former owner,,,human,Edward Wix,Q5345964,DSNAME2781,Q20101
"Wix, Hooker Edward",former owner,,,human,Hooker Wix,Q94365138,DSNAME2782,Q20102
"Wix, Samuel",former owner,,,human,Samuel Wix,Q17030345,DSNAME2779,Q20099
"Wix, William",former owner,,,human,William Wix,Q21166886,DSNAME2778,Q20098
"Wodhull, Michael, 1740-1816",former owner,,,human,Michael Wodhull,Q19927871,DSNAME5429,Q41874
"Wolf, Gustave",former owner,,,human,Gustav Wolf,Q15453601,DSNAME2483,Q17692
Wolfram von Eschenbach 12th cent,author,,,human,Wolfram von Eschenbach,Q18821,DSNAME5430,Q41875
Wolfram von Eschenbach 12th cent.,author,,,human,Wolfram von Eschenbach,Q18821,DSNAME5430,Q41875
"Wollaston, W",former owner,,,human,W. Wollaston,Q124566979,DSNAME5431,Q41876
"Wood, Casey A. 1856-1942",former owner,,,human,Casey Albert Wood,Q2751498,DSNAME8545,Q76660
"Woodin, William Hartmann",former owner,,,human,William H. Woodin,Q2031553,DSNAME5432,Q41877
"Woodward, Margaret F",former owner,,,human,Margaret F. Woodward,Q123274823,DSNAME2232,Q16535
"Woodward, Thomas, active 17th century",former owner,,,human,Thomas Woodward,Q63410216,DSNAME2263,Q16566
"Woodward, William Harrison, 1856-1941",former owner,,http://id.loc.gov/authorities/names/n88666834,human,William Harrison Woodward,Q47876566,DSNAME1539,Q7904
"Woodward, William Harrison, 1856-1941",former owner,,,human,William Harrison Woodward,Q47876566,DSNAME1539,Q7904
Woodward-Ruth Collection,former owner,,,organization,Woodward-Ruth Collection,Q128242859,DSNAME6108,Q48684
Woolmer,former owner,,,human,Alfred Woolmer,Q4723656,DSNAME5433,Q41878
"Worcester, John Tiptoft, Earl of, 1427-1470",author,,http://id.loc.gov/authorities/names/nr93010609,human,"John Tiptoft, 1st Earl of Worcester",Q1701944,DSNAME5434,Q41879
Workshop of the Master of Jacques de Besançon,artist,,,human,Master of Jacques de Besançon,Q1918551,DSNAME2871,Q20188
Workshop of the Master of the Échevinage de Rouen,artist,,,human,Master of the Rouen Echevinage,Q18402643,DSNAME3034,Q20521
"Wren, Walter",former owner,,,human,Walter Wren,Q7966455,DSNAME5435,Q41880
"Wrenn, John Henry, 1841-1911",former owner,,,human,John Henry Wrenn,Q114242412,DSNAME2425,Q17634
"Wright, Harrison",former owner,,,human,Harrison Wright,Q114242489,DSNAME2752,Q20073
"Wright, Harrison, Esq",former owner,,,human,Harrison Wright,Q114242489,DSNAME2752,Q20073
"Wright, Harrison, Esq.",former owner,,,human,Harrison Wright,Q114242489,DSNAME2752,Q20073
"Wright, John",former owner,,,human,John Wright,Q114242488,DSNAME2793,Q20112
"Written by Iodocus Grebel at Lucerne in 1617. Front pastedown bears a note in pencil: ""bought at Lucerne 21 June 1884;"" and a book seller or dealer description labeled ""110."" Given to GTS by Guild of Scholars in 1948, per typed card and bookplate",former owner,,,human,Iodocus Grebel,Q116958813,DSNAME346,Q1510
"Written by Iodocus Grebel at Lucerne in 1617. Front pastedown bears a note in pencil: ""bought at Lucerne 21 June 1884;"" and a book seller or dealer description labeled ""110."" Given to GTS by Guild of Scholars in 1948, per typed card and bookplate.",former owner,,,human,Iodocus Grebel,Q116958813,DSNAME346,Q1510
"Written for Giovanni Colonna (1456-1508) or a member of his family (see below); William Bragge 1823-1884); probably no. 63 in Burlington Fine Arts Club 1874, p. 13, lent by Bragge; his sale, Sotheby’s, 7 June 1876, lot 474; Quaritch cat. 31 (June 1876), no. 171, and Quaritch, General Catalogue (1877), no.18381",former owner,,,human;human;organization,Giovanni Colonna;William Bragge;Bernard Quaritch Ltd,Q1402326;Q15453218;Q65034936,DSNAME614;DSNAME615;DSNAME279,Q1849;Q1850;Q892
